  Line,  Analysis,             Time Code,           Port,  Inj Nr,  d(17_16)Mean,  d(18_16)Mean,    d(D_H)Mean,      E17_Mean,      H2O_Mean,  Ignore, Good,                            Identifier 1,                            Identifier 2,   Gas Configuration,Timestamp Mean,   d(17_16)_SD,   d(18_16)_SD,     d(D_H)_SD,        E17_SD,        H2O_SD,   d(18_16)_Sl,     d(D_H)_Sl,        H2O_Sl,baseline_shift,   slope_shift,     residuals,baseline_curvature,      interval,       ch4_ppm,  h16od_adjust,   h16od_shift,n2_flag,      DAS Temp,      Tray,  Sample,     Job,    Method,Error Code,Pulse Good
   133,   Q-13918,   2022/10/29 04:45:00,           1-24,       1,        -4.210,        -7.764,       -42.317,        -0.103,         19628,      -1,    1,   W-81915 / GPHSKP_1_24_0 / 208 / 808 /,                               WICO 02 A,                 H2O, 1667018973.98,         0.240,         0.225,         0.327,         0.175,       138.472,         0.002,         0.001,         2.222,        90.050,        33.783,         1.073,        78.057,         0.937,         0.277,        0.0000,        0.0000,    0,        41.188,         1,      24,       2,Picarro IAEA,       0,       1
   134,   Q-13918,   2022/10/29 04:54:01,           1-24,       2,        -4.101,        -7.589,       -40.838,        -0.087,         19533,      -1,    1,   W-81915 / GPHSKP_1_24_0 / 208 / 808 /,                               WICO 02 A,                 H2O, 1667019515.56,         0.259,         0.242,         0.387,         0.191,       137.645,         0.002,         0.001,         2.209,        89.611,        33.667,         1.060,        77.129,         0.936,         0.112,        0.0000,        0.0000,    0,        41.125,         1,      24,       2,Picarro IAEA,       0,       1
   135,   Q-13918,   2022/10/29 05:03:02,           1-24,       3,        -4.083,        -7.548,       -40.440,        -0.091,         19555,      -1,    1,   W-81915 / GPHSKP_1_24_0 / 208 / 808 /,                               WICO 02 A,                 H2O, 1667020056.50,         0.240,         0.245,         0.355,         0.164,       137.349,         0.002,         0.000,         2.211,        89.667,        33.714,         1.065,        77.543,         0.937,         0.204,       -0.0000,        0.0000,    0,        41.188,         1,      24,       2,Picarro IAEA,       0,       1
   136,   Q-13918,   2022/10/29 05:12:03,           1-24,       4,        -4.078,        -7.529,       -40.186,        -0.096,         19446,       0,    1,   W-81915 / GPHSKP_1_24_0 / 208 / 808 /,                               WICO 02 A,                 H2O, 1667020597.84,         0.245,         0.226,         0.388,         0.169,       139.966,         0.002,         0.002,         2.242,        89.065,        33.652,         1.051,        76.736,         0.936,         0.196,        0.0000,        0.0000,    0,        41.125,         1,      24,       2,Picarro IAEA,       0,       1
   137,   Q-13918,   2022/10/29 05:21:03,           1-24,       5,        -4.059,        -7.509,       -39.983,        -0.088,         19504,       0,    1,   W-81915 / GPHSKP_1_24_0 / 208 / 808 /,                               WICO 02 A,                 H2O, 1667021137.95,         0.257,         0.230,         0.359,         0.181,       137.699,         0.002,         0.001,         2.213,        89.357,        33.503,         1.074,        77.861,         0.936,         0.349,        0.0000,        0.0000,    0,        41.125,         1,      24,       2,Picarro IAEA,       0,       1
   138,   Q-13918,   2022/10/29 05:30:04,           1-24,       6,        -4.049,        -7.480,       -39.826,        -0.093,         19557,       0,    1,   W-81915 / GPHSKP_1_24_0 / 208 / 808 /,                               WICO 02 A,                 H2O, 1667021674.36,         0.234,         0.244,         0.386,         0.159,       135.180,         0.002,         0.002,         2.254,        89.645,        33.693,         1.071,        77.737,         0.936,         0.253,       -0.0000,        0.0000,    0,        41.188,         1,      24,       2,Picarro IAEA,       0,       1
   139,   Q-13919,   2022/10/29 05:39:04,           1-25,       1,        -6.868,       -10.066,       -45.839,        -1.550,         19573,      -1,    1,   W-81911 / GPHSKP_1_25_0 / 208 / 808 /,                                 OH-28 A,                 H2O, 1667022219.28,         0.253,         0.241,         0.385,         0.175,       137.636,         0.002,         0.001,         2.204,        89.710,        33.890,         1.061,        77.327,         0.936,         0.203,        0.0000,        0.0000,    0,        41.188,         1,      25,       2,Picarro IAEA,       0,       1
   140,   Q-13919,   2022/10/29 05:48:05,           1-25,       2,        -6.970,       -10.125,       -46.241,        -1.621,         19574,      -1,    1,   W-81911 / GPHSKP_1_25_0 / 208 / 808 /,                                 OH-28 A,                 H2O, 1667022760.12,         0.229,         0.223,         0.380,         0.170,       136.398,         0.002,         0.002,         2.204,        89.768,        33.710,         1.068,        77.640,         0.935,         0.257,       -0.0000,       -0.0000,    0,        41.250,         1,      25,       2,Picarro IAEA,       0,       1
   141,   Q-13919,   2022/10/29 05:57:06,           1-25,       3,        -7.031,       -10.186,       -46.298,        -1.650,         19549,      -1,    1,   W-81911 / GPHSKP_1_25_0 / 208 / 808 /,                                 OH-28 A,                 H2O, 1667023296.48,         0.267,         0.245,         0.375,         0.191,       133.801,         0.002,         0.002,         2.246,        89.602,        33.812,         1.060,        77.306,         0.936,         0.258,        0.0000,        0.0000,    0,        41.125,         1,      25,       2,Picarro IAEA,       0,       1
   142,   Q-13919,   2022/10/29 06:06:07,           1-25,       4,        -7.024,       -10.191,       -46.308,        -1.641,         19510,       0,    1,   W-81911 / GPHSKP_1_25_0 / 208 / 808 /,                                 OH-28 A,                 H2O, 1667023841.57,         0.237,         0.248,         0.369,         0.162,       138.085,         0.002,         0.003,         2.229,        89.390,        33.621,         1.067,        77.505,         0.937,         0.280,        0.0000,       -0.0000,    0,        41.188,         1,      25,       2,Picarro IAEA,       0,       1
   143,   Q-13919,   2022/10/29 06:15:07,           1-25,       5,        -7.074,       -10.227,       -46.350,        -1.671,         19459,       0,    1,   W-81911 / GPHSKP_1_25_0 / 208 / 808 /,                                 OH-28 A,                 H2O, 1667024377.98,         0.242,         0.230,         0.385,         0.175,       134.785,         0.002,         0.002,         2.243,        89.111,        33.612,         1.059,        77.173,         0.935,         0.260,        0.0000,       -0.0000,    0,        41.250,         1,      25,       2,Picarro IAEA,       0,       1
   144,   Q-13919,   2022/10/29 06:24:08,           1-25,       6,        -7.032,       -10.174,       -46.320,        -1.658,         19505,       0,    1,   W-81911 / GPHSKP_1_25_0 / 208 / 808 /,                                 OH-28 A,                 H2O, 1667024922.70,         0.246,         0.253,         0.354,         0.172,       137.036,         0.002,         0.002,         2.213,        89.443,        33.664,         1.060,        76.968,         0.939,         0.197,       -0.0000,        0.0000,    0,        41.188,         1,      25,       2,Picarro IAEA,       0,       1
   145,   Q-13920,   2022/10/29 06:33:09,           1-26,       1,        -4.232,        -7.645,       -40.260,        -0.188,         19521,      -1,    1,   W-81937 / GPHSKP_1_26_0 / 208 / 808 /,                               WICO 02 C,                 H2O, 1667025459.70,         0.254,         0.261,         0.402,         0.170,       132.491,         0.002,         0.003,         2.216,        89.543,        33.589,         1.062,        77.256,         0.936,         0.131,       -0.0000,        0.0000,    0,        41.250,         1,      26,       2,Picarro IAEA,       0,       1
   146,   Q-13920,   2022/10/29 06:42:09,           1-26,       2,        -4.095,        -7.501,       -39.847,        -0.128,         19508,      -1,    1,   W-81937 / GPHSKP_1_26_0 / 208 / 808 /,                               WICO 02 C,                 H2O, 1667026003.61,         0.237,         0.230,         0.386,         0.167,       137.882,         0.002,         0.001,         2.217,        89.515,        33.575,         1.053,        76.888,         0.936,         0.089,        0.0000,        0.0000,    0,        41.188,         1,      26,       2,Picarro IAEA,       0,       1
   147,   Q-13920,   2022/10/29 06:51:10,           1-26,       3,        -4.105,        -7.505,       -39.658,        -0.136,         19501,      -1,    1,   W-81937 / GPHSKP_1_26_0 / 208 / 808 /,                               WICO 02 C,                 H2O, 1667026544.85,         0.255,         0.237,         0.372,         0.179,       135.257,         0.002,         0.001,         2.173,        89.324,        33.535,         1.070,        77.821,         0.936,         0.320,        0.0000,       -0.0000,    0,        41.188,         1,      26,       2,Picarro IAEA,       0,       1
   148,   Q-13920,   2022/10/29 07:00:11,           1-26,       4,        -4.075,        -7.483,       -39.590,        -0.118,         19478,       0,    1,   W-81937 / GPHSKP_1_26_0 / 208 / 808 /,                               WICO 02 C,                 H2O, 1667027086.02,         0.223,         0.230,         0.370,         0.160,       136.494,         0.002,         0.001,         2.198,        89.239,        33.476,         1.063,        77.590,         0.936,         0.248,       -0.0000,       -0.0000,    0,        41.250,         1,      26,       2,Picarro IAEA,       0,       1
   149,   Q-13920,   2022/10/29 07:09:12,           1-26,       5,        -4.034,        -7.442,       -39.559,        -0.098,         19545,       0,    1,   W-81937 / GPHSKP_1_26_0 / 208 / 808 /,                               WICO 02 C,                 H2O, 1667027627.09,         0.247,         0.239,         0.342,         0.168,       135.461,         0.002,         0.002,         2.181,        89.663,        33.545,         1.066,        77.682,         0.936,         0.191,        0.0000,        0.0000,    0,        41.188,         1,      26,       2,Picarro IAEA,       0,       1
   150,   Q-13920,   2022/10/29 07:18:14,           1-26,       6,        -4.026,        -7.439,       -39.557,        -0.092,         19539,       0,    1,   W-81937 / GPHSKP_1_26_0 / 208 / 808 /,                               WICO 02 C,                 H2O, 1667028164.65,         0.253,         0.238,         0.379,         0.176,       135.949,         0.002,         0.002,         2.263,        89.608,        33.737,         1.056,        77.106,         0.937,         0.152,       -0.0000,       -0.0000,    0,        41.125,         1,      26,       2,Picarro IAEA,       0,       1
   151,   Q-13921,   2022/10/29 07:27:16,           1-27,       1,              ,              ,              ,              ,              ,        ,     ,                                        ,                                        ,                 H2O,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,     ,              ,         1,      27,       2,Picarro IAEA,      80,       1
   152,   Q-13921,   2022/10/29 07:37:22,           1-27,       2,              ,              ,              ,              ,              ,        ,     ,                                        ,                                        ,                 H2O,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,     ,              ,         1,      27,       2,Picarro IAEA,      80,       1
   153,   Q-13921,   2022/10/29 07:47:29,           1-27,       3,              ,              ,              ,              ,              ,        ,     ,                                        ,                                        ,                 H2O,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,     ,              ,         1,      27,       2,Picarro IAEA,      80,       1
   154,   Q-13921,   2022/10/29 07:57:36,           1-27,       4,              ,              ,              ,              ,              ,        ,     ,                                        ,                                        ,                 H2O,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,     ,              ,         1,      27,       2,Picarro IAEA,      80,       1
   155,   Q-13921,   2022/10/29 08:07:42,           1-27,       5,              ,              ,              ,              ,              ,        ,     ,                                        ,                                        ,                 H2O,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,     ,              ,         1,      27,       2,Picarro IAEA,      80,       1
   156,   Q-13922,   2022/10/29 08:17:49,           1-28,       1,              ,              ,              ,              ,              ,        ,     ,                                        ,                                        ,                 H2O,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,     ,              ,         1,      28,       2,Picarro IAEA,      80,       1
   157,   Q-13922,   2022/10/29 08:27:56,           1-28,       2,              ,              ,              ,              ,              ,        ,     ,                                        ,                                        ,                 H2O,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,     ,              ,         1,      28,       2,Picarro IAEA,      80,       1
   158,   Q-13922,   2022/10/29 08:38:02,           1-28,       3,              ,              ,              ,              ,              ,        ,     ,                                        ,                                        ,                 H2O,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,     ,              ,         1,      28,       2,Picarro IAEA,      80,       1
   159,   Q-13922,   2022/10/29 08:48:09,           1-28,       4,              ,              ,              ,              ,              ,        ,     ,                                        ,                                        ,                 H2O,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,     ,              ,         1,      28,       2,Picarro IAEA,      80,       1
   160,   Q-13922,   2022/10/29 08:58:16,           1-28,       5,              ,              ,              ,              ,              ,        ,     ,                                        ,                                        ,                 H2O,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,     ,              ,         1,      28,       2,Picarro IAEA,      80,       1
   161,   Q-13922,   2022/10/29 09:08:23,           1-28,       6,              ,              ,              ,              ,              ,        ,     ,                                        ,                                        ,                 H2O,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,     ,              ,         1,      28,       2,Picarro IAEA,      80,       1
   162,   Q-13923,   2022/10/29 09:18:30,           1-02,       1,              ,              ,              ,              ,              ,        ,     ,       W-52 / GPHSKP_1_2_1 / 208 / 808 /,                             W-52 USGS48,                 H2O,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,     ,              ,         1,       2,       3,Picarro IAEA,      80,       1
   163,   Q-13923,   2022/10/29 09:28:35,           1-02,       2,        -2.832,        -5.218,        -5.359,        -0.074,         19367,      -1,    1,       W-52 / GPHSKP_1_2_1 / 208 / 808 /,                             W-52 USGS48,                 H2O, 1667035990.15,         0.251,         0.220,         0.372,         0.186,       120.711,         0.001,         0.002,         1.892,        88.712,        33.247,         1.069,        77.644,         0.936,         0.268,       -0.0000,       -0.0000,    0,        41.250,         1,       2,       3,Picarro IAEA,       0,       1
   164,   Q-13923,   2022/10/29 09:37:38,           1-02,       3,        -2.515,        -4.673,        -0.521,        -0.046,         19366,      -1,    1,       W-52 / GPHSKP_1_2_1 / 208 / 808 /,                             W-52 USGS48,                 H2O, 1667036528.29,         0.258,         0.244,         0.373,         0.174,       122.952,         0.002,         0.000,         2.036,        88.753,        33.187,         1.058,        77.319,         0.936,         0.107,        0.0000,       -0.0000,    0,        41.188,         1,       2,       3,Picarro IAEA,       0,       1
   165,   Q-13923,   2022/10/29 09:46:40,           1-02,       4,        -2.482,        -4.593,         0.259,        -0.055,         19527,       0,    1,       W-52 / GPHSKP_1_2_1 / 208 / 808 /,                             W-52 USGS48,                 H2O, 1667037069.66,         0.233,         0.238,         0.343,         0.161,       128.844,         0.002,         0.001,         2.136,        89.575,        33.505,         1.071,        77.898,         0.936,         0.180,       -0.0000,        0.0000,    0,        41.250,         1,       2,       3,Picarro IAEA,       0,       1
   166,   Q-13923,   2022/10/29 09:55:41,           1-02,       5,        -2.447,        -4.566,         0.601,        -0.034,         19570,       0,    1,       W-52 / GPHSKP_1_2_1 / 208 / 808 /,                             W-52 USGS48,                 H2O, 1667037616.00,         0.246,         0.248,         0.349,         0.170,       132.952,         0.002,         0.001,         2.107,        89.917,        33.553,         1.069,        77.714,         0.936,         0.078,       -0.0000,        0.0000,    0,        41.250,         1,       2,       3,Picarro IAEA,       0,       1
   167,   Q-13923,   2022/10/29 10:04:42,           1-02,       6,        -2.444,        -4.548,         1.030,        -0.040,         19517,       0,    1,       W-52 / GPHSKP_1_2_1 / 208 / 808 /,                             W-52 USGS48,                 H2O, 1667038156.89,         0.264,         0.249,         0.366,         0.184,       133.885,         0.002,         0.001,         2.143,        89.515,        33.321,         1.079,        78.372,         0.936,         0.109,       -0.0000,       -0.0000,    0,        41.250,         1,       2,       3,Picarro IAEA,       0,       1
   168,   Q-13923,   2022/10/29 10:13:44,           1-02,       7,        -2.432,        -4.518,         1.203,        -0.044,         19522,       0,    1,       W-52 / GPHSKP_1_2_1 / 208 / 808 /,                             W-52 USGS48,                 H2O, 1667038698.43,         0.235,         0.249,         0.348,         0.159,       132.781,         0.002,         0.001,         2.125,        89.566,        33.424,         1.072,        78.045,         0.937,         0.125,       -0.0000,        0.0000,    0,        41.250,         1,       2,       3,Picarro IAEA,       0,       1
   169,   Q-13923,   2022/10/29 10:22:46,           1-02,       8,        -2.458,        -4.564,         1.361,        -0.045,         19557,       0,    1,       W-52 / GPHSKP_1_2_1 / 208 / 808 /,                             W-52 USGS48,                 H2O, 1667039240.37,         0.240,         0.236,         0.333,         0.166,       133.212,         0.002,         0.000,         2.124,        89.644,        33.589,         1.077,        78.443,         0.937,         0.257,       -0.0000,       -0.0000,    0,        41.312,         1,       2,       3,Picarro IAEA,       0,       1
   170,   Q-13923,   2022/10/29 10:31:47,           1-02,       9,        -2.445,        -4.551,         1.461,        -0.040,         19572,       0,    1,       W-52 / GPHSKP_1_2_1 / 208 / 808 /,                             W-52 USGS48,                 H2O, 1667039782.15,         0.276,         0.245,         0.368,         0.183,       134.942,         0.002,         0.001,         2.155,        89.755,        33.646,         1.076,        78.240,         0.938,         0.176,       -0.0000,       -0.0000,    0,        41.250,         1,       2,       3,Picarro IAEA,       0,       1
   171,   Q-13923,   2022/10/29 10:40:48,           1-02,      10,        -2.442,        -4.514,         1.534,        -0.056,         19527,       0,    1,       W-52 / GPHSKP_1_2_1 / 208 / 808 /,                             W-52 USGS48,                 H2O, 1667040323.48,         0.242,         0.245,         0.369,         0.171,       135.626,         0.002,         0.001,         2.168,        89.566,        33.531,         1.066,        77.881,         0.936,         0.138,       -0.0000,        0.0000,    0,        41.312,         1,       2,       3,Picarro IAEA,       0,       1
   172,   Q-13923,   2022/10/29 10:49:51,           1-02,      11,        -2.453,        -4.548,         1.598,        -0.049,         19644,       0,    1,       W-52 / GPHSKP_1_2_1 / 208 / 808 /,                             W-52 USGS48,                 H2O, 1667040865.27,         0.244,         0.248,         0.361,         0.170,       136.293,         0.002,         0.001,         2.190,        90.176,        33.692,         1.081,        78.573,         0.935,         0.218,        0.0000,       -0.0000,    0,        41.250,         1,       2,       3,Picarro IAEA,       0,       1
   173,   Q-13923,   2022/10/29 10:58:52,           1-02,      12,        -2.431,        -4.535,         1.724,        -0.035,         19554,       0,    1,       W-52 / GPHSKP_1_2_1 / 208 / 808 /,                             W-52 USGS48,                 H2O, 1667041406.21,         0.234,         0.226,         0.348,         0.173,       135.617,         0.002,         0.002,         2.182,        89.713,        33.462,         1.081,        78.361,         0.936,         0.213,       -0.0000,        0.0000,    0,        41.250,         1,       2,       3,Picarro IAEA,       0,       1
   174,   Q-13923,   2022/10/29 11:07:53,           1-02,      13,        -2.453,        -4.523,         1.688,        -0.063,         19580,       0,    1,       W-52 / GPHSKP_1_2_1 / 208 / 808 /,                             W-52 USGS48,                 H2O, 1667041947.42,         0.249,         0.242,         0.398,         0.171,       137.007,         0.002,         0.002,         2.196,        89.795,        33.562,         1.083,        78.502,         0.936,         0.230,        0.0000,        0.0000,    0,        41.250,         1,       2,       3,Picarro IAEA,       0,       1
   175,   Q-13924,   2022/10/29 11:16:54,           1-03,       1,       -16.110,       -29.927,      -208.888,        -0.199,         19607,      -1,    1,       W-50 / GPHSKP_1_3_2 / 208 / 808 /,                             W-50 USGS46,                 H2O, 1667042484.22,         0.251,         0.267,         0.644,         0.171,       133.708,         0.003,         0.009,         2.237,        89.865,        34.659,         1.023,        74.335,         0.935,         0.343,       -0.0000,        0.0000,    0,        41.250,         1,       3,       3,Picarro IAEA,       0,       1
   176,   Q-13924,   2022/10/29 11:25:55,           1-03,       2,       -16.736,       -31.076,      -225.672,        -0.210,         19631,      -1,    1,       W-50 / GPHSKP_1_3_2 / 208 / 808 /,                             W-50 USGS46,                 H2O, 1667043025.74,         0.259,         0.262,         0.726,         0.175,       133.675,         0.003,         0.011,         2.246,        89.908,        34.952,         1.020,        74.069,         0.937,         0.456,       -0.0000,        0.0000,    0,        41.312,         1,       3,       3,Picarro IAEA,       0,       1
   177,   Q-13924,   2022/10/29 11:34:57,           1-03,       3,       -16.912,       -31.421,      -230.034,        -0.200,         19581,      -1,    1,       W-50 / GPHSKP_1_3_2 / 208 / 808 /,                             W-50 USGS46,                 H2O, 1667043571.64,         0.212,         0.229,         0.655,         0.159,       136.397,         0.003,         0.010,         2.196,        89.758,        34.775,         1.012,        73.344,         0.936,         0.311,        0.0000,        0.0000,    0,        41.250,         1,       3,       3,Picarro IAEA,       0,       1
   178,   Q-13924,   2022/10/29 11:43:58,           1-03,       4,       -17.008,       -31.623,      -232.025,        -0.188,         19632,       0,    1,       W-50 / GPHSKP_1_3_2 / 208 / 808 /,                             W-50 USGS46,                 H2O, 1667044109.20,         0.250,         0.249,         0.621,         0.176,       134.506,         0.003,         0.009,         2.241,        89.993,        34.875,         1.015,        73.784,         0.937,         0.385,        0.0000,        0.0000,    0,        41.250,         1,       3,       3,Picarro IAEA,       0,       1
   179,   Q-13924,   2022/10/29 11:53:00,           1-03,       5,       -17.125,       -31.798,      -233.615,        -0.211,         19597,       0,    1,       W-50 / GPHSKP_1_3_2 / 208 / 808 /,                             W-50 USGS46,                 H2O, 1667044655.06,         0.251,         0.261,         0.559,         0.170,       136.959,         0.003,         0.007,         2.189,        89.761,        34.814,         1.015,        73.849,         0.937,         0.413,        0.0000,        0.0000,    0,        41.312,         1,       3,       3,Picarro IAEA,       0,       1
   180,   Q-13924,   2022/10/29 12:02:02,           1-03,       6,       -17.151,       -31.894,      -234.698,        -0.185,         19603,       0,    1,       W-50 / GPHSKP_1_3_2 / 208 / 808 /,                             W-50 USGS46,                 H2O, 1667045192.63,         0.270,         0.256,         0.543,         0.194,       133.304,         0.003,         0.007,         2.228,        89.792,        34.860,         1.015,        73.792,         0.936,         0.393,        0.0000,       -0.0000,    0,        41.312,         1,       3,       3,Picarro IAEA,       0,       1
   181,   Q-13924,   2022/10/29 12:11:04,           1-03,       7,       -17.192,       -31.961,      -235.482,        -0.191,         19604,       0,    1,       W-50 / GPHSKP_1_3_2 / 208 / 808 /,                             W-50 USGS46,                 H2O, 1667045738.82,         0.235,         0.227,         0.517,         0.161,       136.212,         0.002,         0.007,         2.196,        89.869,        34.777,         1.012,        73.654,         0.934,         0.368,        0.0000,        0.0000,    0,        41.188,         1,       3,       3,Picarro IAEA,       0,       1
   182,   Q-13924,   2022/10/29 12:20:06,           1-03,       8,       -17.244,       -32.032,      -236.069,        -0.205,         19621,       0,    1,       W-50 / GPHSKP_1_3_2 / 208 / 808 /,                             W-50 USGS46,                 H2O, 1667046280.39,         0.239,         0.238,         0.484,         0.169,       136.743,         0.002,         0.006,         2.205,        89.932,        34.839,         1.013,        73.767,         0.935,         0.329,       -0.0000,        0.0000,    0,        41.188,         1,       3,       3,Picarro IAEA,       0,       1
   183,   Q-13924,   2022/10/29 12:29:07,           1-03,       9,       -17.244,       -32.077,      -236.514,        -0.180,         19606,       0,    1,       W-50 / GPHSKP_1_3_2 / 208 / 808 /,                             W-50 USGS46,                 H2O, 1667046821.36,         0.269,         0.253,         0.490,         0.185,       137.609,         0.003,         0.006,         2.210,        89.867,        34.877,         1.009,        73.337,         0.937,         0.367,        0.0000,        0.0000,    0,        41.188,         1,       3,       3,Picarro IAEA,       0,       1
   184,   Q-13924,   2022/10/29 12:38:08,           1-03,      10,       -17.288,       -32.124,      -236.877,        -0.199,         19615,       0,    1,       W-50 / GPHSKP_1_3_2 / 208 / 808 /,                             W-50 USGS46,                 H2O, 1667047359.09,         0.246,         0.243,         0.469,         0.176,       133.615,         0.002,         0.006,         2.242,        89.886,        34.969,         1.009,        73.290,         0.937,         0.344,       -0.0000,        0.0000,    0,        41.188,         1,       3,       3,Picarro IAEA,       0,       1
   185,   Q-13924,   2022/10/29 12:47:10,           1-03,      11,       -17.325,       -32.154,      -237.116,        -0.220,         19642,       0,    1,       W-50 / GPHSKP_1_3_2 / 208 / 808 /,                             W-50 USGS46,                 H2O, 1667047904.51,         0.221,         0.236,         0.451,         0.158,       135.405,         0.003,         0.006,         2.180,        89.935,        34.996,         1.023,        74.011,         0.935,         0.503,       -0.0000,       -0.0000,    0,        41.188,         1,       3,       3,Picarro IAEA,       0,       1
   186,   Q-13924,   2022/10/29 12:56:11,           1-03,      12,       -17.312,       -32.156,      -237.270,        -0.206,         20030,       0,    1,       W-50 / GPHSKP_1_3_2 / 208 / 808 /,                             W-50 USGS46,                 H2O, 1667048445.87,         0.247,         0.253,         0.466,         0.168,       138.598,         0.002,         0.006,         2.207,        92.084,        35.569,         1.040,        75.482,         0.936,         0.460,        0.0000,       -0.0000,    0,        41.188,         1,       3,       3,Picarro IAEA,       0,       1
   187,   Q-13925,   2022/10/29 13:05:12,           1-29,       1,        -8.053,       -15.024,       -95.479,        -0.093,         19802,      -1,    1,    W-81909 / TNMJSQ_1_8_0 / 208 / 808 /,                                 OH-26 A,                 H2O, 1667048986.17,         0.236,         0.207,         0.360,         0.174,       139.718,         0.001,         0.000,         2.237,        91.033,        34.382,         1.059,        77.050,         0.938,         0.236,        0.0000,       -0.0000,    0,        41.125,         1,      29,       4,Picarro IAEA,       0,       1
   188,   Q-13925,   2022/10/29 13:14:13,           1-29,       2,        -7.593,       -14.129,       -82.751,        -0.109,         19494,      -1,    1,    W-81909 / TNMJSQ_1_8_0 / 208 / 808 /,                                 OH-26 A,                 H2O, 1667049523.65,         0.252,         0.216,         0.336,         0.180,       132.786,         0.002,        -0.002,         2.220,        89.264,        33.971,         1.046,        76.259,         0.936,         0.305,        0.0000,        0.0000,    0,        41.188,         1,      29,       4,Picarro IAEA,       0,       1
   189,   Q-13925,   2022/10/29 13:23:13,           1-29,       3,        -7.475,       -13.938,       -80.500,        -0.092,         19436,      -1,    1,    W-81909 / TNMJSQ_1_8_0 / 208 / 808 /,                                 OH-26 A,                 H2O, 1667050068.10,         0.246,         0.236,         0.340,         0.167,       134.476,         0.002,        -0.001,         2.161,        89.000,        33.872,         1.034,        75.875,         0.936,         0.211,       -0.0000,       -0.0000,    0,        41.250,         1,      29,       4,Picarro IAEA,       0,       1
   190,   Q-13925,   2022/10/29 13:32:14,           1-29,       4,        -7.417,       -13.831,       -79.419,        -0.091,         19473,       0,    1,    W-81909 / TNMJSQ_1_8_0 / 208 / 808 /,                                 OH-26 A,                 H2O, 1667050608.24,         0.246,         0.235,         0.350,         0.176,       136.789,         0.002,        -0.000,         2.202,        89.231,        33.861,         1.041,        76.036,         0.937,         0.173,        0.0000,       -0.0000,    0,        41.188,         1,      29,       4,Picarro IAEA,       0,       1
   191,   Q-13925,   2022/10/29 13:41:14,           1-29,       5,        -7.381,       -13.757,       -78.680,        -0.094,         19415,       0,    1,    W-81909 / TNMJSQ_1_8_0 / 208 / 808 /,                                 OH-26 A,                 H2O, 1667051144.17,         0.262,         0.260,         0.352,         0.175,       132.486,         0.003,         0.000,         2.225,        88.888,        33.724,         1.046,        76.018,         0.937,         0.256,       -0.0000,       -0.0000,    0,        41.188,         1,      29,       4,Picarro IAEA,       0,       1
   192,   Q-13925,   2022/10/29 13:50:15,           1-29,       6,        -7.404,       -13.740,       -78.286,        -0.127,         19652,       0,    1,    W-81909 / TNMJSQ_1_8_0 / 208 / 808 /,                                 OH-26 A,                 H2O, 1667051689.37,         0.255,         0.223,         0.330,         0.179,       136.487,         0.002,         0.001,         2.198,        90.084,        34.064,         1.070,        77.442,         0.936,         0.317,       -0.0000,       -0.0000,    0,        41.125,         1,      29,       4,Picarro IAEA,       0,       1
   193,   Q-13926,   2022/10/29 13:59:15,           1-30,       1,       -14.134,       -26.259,      -179.437,        -0.185,         19711,      -1,    1,    W-81932 / TNMJSQ_1_9_0 / 208 / 808 /,                                 OH-27 C,                 H2O, 1667052230.46,         0.242,         0.230,         0.438,         0.181,       136.272,         0.002,         0.005,         2.185,        90.371,        34.862,         1.031,        75.069,         0.936,         0.384,        0.0000,        0.0000,    0,        41.188,         1,      30,       4,Picarro IAEA,       0,       1
   194,   Q-13926,   2022/10/29 14:08:16,           1-30,       2,       -14.420,       -26.828,      -187.281,        -0.167,         19669,      -1,    1,    W-81932 / TNMJSQ_1_9_0 / 208 / 808 /,                                 OH-27 C,                 H2O, 1667052770.53,         0.231,         0.243,         0.479,         0.167,       138.160,         0.002,         0.006,         2.219,        90.192,        34.695,         1.029,        74.987,         0.936,         0.336,        0.0000,        0.0000,    0,        41.125,         1,      30,       4,Picarro IAEA,       0,       1
